"ID","ML","Location","LandArea","UseCode","UseDescription","TotalAppraisedLandValue","TotalAppraisedImprovements","TotalAppraisedParcelValue","BookPage","GrossArea","SaleDate","StyleDesc","Occupancy","AYBYrBuilt","BldgStories"
16784,"172-65","50 FOLLEN ST #201",0.00,"102","CONDOMINIUM",0,313000,313000," 14385/ 452",665.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16785,"172-65","50 FOLLEN ST #202",0.00,"102","CONDOMINIUM",0,320100,320100," 14059/ 416",770.00,9/10/1980 0:00:00,"APARTMENT","AP",1925,"0"
16786,"172-65","50 FOLLEN ST #203",0.00,"102","CONDOMINIUM",0,192100,192100," 37533/ 239",370.00,1/2/2003 0:00:00,"APARTMENT","AP",1925,"0"
16787,"172-65","50 FOLLEN ST #204",0.00,"102","CONDOMINIUM",0,340100,340100," 14385/ 452",775.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16788,"172-65","50 FOLLEN ST #205",0.00,"102","CONDOMINIUM",0,326200,326200," 14385/ 452",715.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16789,"172-65","50 FOLLEN ST #206",0.00,"102","CONDOMINIUM",0,345300,345300," 14385/ 452",800.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16790,"172-65","50 FOLLEN ST #207",0.00,"102","CONDOMINIUM",0,412100,412100," 45477/ 189",1035.00,6/28/2005 0:00:00,"APARTMENT","AP",1925,"1"
16791,"172-65","50 FOLLEN ST #208",0.00,"102","CONDOMINIUM",0,323700,323700," 25043/ 297",705.00,12/8/1994 0:00:00,"APARTMENT","AP",1925,"0"
16792,"172-65","50 FOLLEN ST #209",0.00,"102","CONDOMINIUM",0,192500,192500," 14385/ 452",350.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16793,"172-65","50 FOLLEN ST #210",0.00,"102","CONDOMINIUM",0,217200,217200," 14385/ 452",395.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16794,"172-65","50 FOLLEN ST #211",0.00,"102","CONDOMINIUM",0,441400,441400," 33917/ 245",1114.00,10/29/2001 0:00:00,"APARTMENT","AP",1925,"1"
16795,"172-65","50 FOLLEN ST #212",0.00,"102","CONDOMINIUM",0,324000,324000," 14385/ 452",706.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16796,"172-65","50 FOLLEN ST #214",0.00,"102","CONDOMINIUM",0,327500,327500," 14385/ 452",720.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16797,"172-65","50 FOLLEN ST #215",0.00,"102","CONDOMINIUM",0,315800,315800," 14385/ 452",675.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16798,"172-65","50 FOLLEN ST #216",0.00,"102","CONDOMINIUM",0,319800,319800," 14385/ 452",690.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16799,"172-65","50 FOLLEN ST #217",0.00,"102","CONDOMINIUM",0,260500,260500," 43600/ 270",508.00,8/27/2004 0:00:00,"APARTMENT","AP",1925,"1"
16800,"172-65","50 FOLLEN ST #301",0.00,"102","CONDOMINIUM",0,295500,295500," 36283/ 549",665.00,8/30/2002 0:00:00,"APARTMENT","AP",1925,"1"
16801,"172-65","50 FOLLEN ST #302",0.00,"102","CONDOMINIUM",0,339100,339100," 56937/ 432",770.00,6/1/2011 0:00:00,"APARTMENT",,1925,"0"
16802,"172-65","50 FOLLEN ST #303",0.00,"102","CONDOMINIUM",0,203500,203500," 14385/ 452",370.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16803,"172-65","50 FOLLEN ST #304",0.00,"102","CONDOMINIUM",0,340100,340100," 14385/ 452",775.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16804,"172-65","50 FOLLEN ST #305",0.00,"102","CONDOMINIUM",0,307900,307900," 14385/ 452",715.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16805,"172-65","50 FOLLEN ST #306",0.00,"102","CONDOMINIUM",0,335700,335700," 44649/  86",800.00,2/16/2005 0:00:00,"APARTMENT",,1925,"0"
16806,"172-65","50 FOLLEN ST #307",0.00,"102","CONDOMINIUM",0,412100,412100," 14385/ 452",1035.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16807,"172-65","50 FOLLEN ST #308",0.00,"102","CONDOMINIUM",0,305600,305600," 17958/ 234",705.00,1/1/1980 0:00:00,"APARTMENT","AP",1925,"1"
16808,"172-65","50 FOLLEN ST #309",0.00,"102","CONDOMINIUM",0,192500,192500," 14385/ 452",350.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16809,"172-65","50 FOLLEN ST #310",0.00,"102","CONDOMINIUM",0,217200,217200," 14385/ 452",395.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16810,"172-65","50 FOLLEN ST #311",0.00,"102","CONDOMINIUM",0,432200,432200," 14385/ 452",1114.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16811,"172-65","50 FOLLEN ST #312",0.00,"102","CONDOMINIUM",0,305800,305800," 48811/ 507",706.00,1/10/2007 0:00:00,"APARTMENT",,1925,"0"
16812,"172-65","50 FOLLEN ST #314",0.00,"102","CONDOMINIUM",0,327500,327500," 14385/ 452",720.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16813,"172-65","50 FOLLEN ST #315",0.00,"102","CONDOMINIUM",0,315800,315800," 14385/ 452",675.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16814,"172-65","50 FOLLEN ST #316",0.00,"102","CONDOMINIUM",0,319800,319800," 14385/ 452",690.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16815,"172-65","50 FOLLEN ST #317",0.00,"102","CONDOMINIUM",0,275900,275900," 14385/ 452",508.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16816,"172-65","50 FOLLEN ST #401",0.00,"102","CONDOMINIUM",0,313000,313000," 14385/ 452",665.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16817,"172-65","50 FOLLEN ST #402",0.00,"102","CONDOMINIUM",0,339100,339100," 14385/ 452",770.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16818,"172-65","50 FOLLEN ST #403",0.00,"102","CONDOMINIUM",0,203500,203500," 14385/ 452",370.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16819,"172-65","50 FOLLEN ST #404",0.00,"102","CONDOMINIUM",0,340100,340100," 14385/ 452",775.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16820,"172-65","50 FOLLEN ST #405",0.00,"102","CONDOMINIUM",0,307900,307900," 49842/ 420",715.00,7/26/2007 0:00:00,"APARTMENT","AP",1925,"1"
16821,"172-65","50 FOLLEN ST #406",0.00,"102","CONDOMINIUM",0,326000,326000," 42816/   3",800.00,5/18/2004 0:00:00,"APARTMENT","AP",1925,"1"
16822,"172-65","50 FOLLEN ST #407",0.00,"102","CONDOMINIUM",0,412100,412100," 14385/ 452",1035.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16823,"172-65","50 FOLLEN ST #408",0.00,"102","CONDOMINIUM",0,305600,305600," 47689/ 138",705.00,6/23/2006 0:00:00,"APARTMENT",,1925,"0"
16824,"172-65","50 FOLLEN ST #409",0.00,"102","CONDOMINIUM",0,192500,192500," 14385/ 452",350.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16825,"172-65","50 FOLLEN ST #410",0.00,"102","CONDOMINIUM",0,179100,179100," 22426/ 451",345.00,9/24/1992 0:00:00,"APARTMENT","AP",1925,"1"
16826,"172-65","50 FOLLEN ST #411",0.00,"102","CONDOMINIUM",0,432200,432200," 14385/ 452",1114.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16827,"172-65","50 FOLLEN ST #412",0.00,"102","CONDOMINIUM",0,305800,305800," 26941/ 394",706.00,12/5/1983 0:00:00,"APARTMENT","AP",1925,"1"
16828,"172-65","50 FOLLEN ST #414",0.00,"102","CONDOMINIUM",0,327500,327500," 14385/ 452",720.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16829,"172-65","50 FOLLEN ST #415",0.00,"102","CONDOMINIUM",0,300400,300400," 48523/ 404",675.00,11/20/2006 0:00:00,"APARTMENT","AP",1925,"1"
16830,"172-65","50 FOLLEN ST #416",0.00,"102","CONDOMINIUM",0,319800,319800," 42395/ 525",690.00,4/2/2004 0:00:00,"APARTMENT",,1925,"0"
16831,"172-65","50 FOLLEN ST #417",0.00,"102","CONDOMINIUM",0,275900,275900," 14385/ 452",508.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16832,"172-65","50 FOLLEN ST #501",0.00,"102","CONDOMINIUM",0,536900,536900," 15819/  58",1267.00,10/5/1984 0:00:00,"APARTMENT",,1925,"0"
16833,"172-65","50 FOLLEN ST #502",0.00,"102","CONDOMINIUM",0,567600,567600," 34667/ 465",1370.00,1/28/2002 0:00:00,"APARTMENT","AP",1925,"1"
16834,"172-65","50 FOLLEN ST #503",0.00,"102","CONDOMINIUM",0,192100,192100," 56498/ 470",370.00,2/22/2011 0:00:00,"APARTMENT",,1925,"0"
16835,"172-65","50 FOLLEN ST #504",0.00,"102","CONDOMINIUM",0,321100,321100," 56498/ 470",775.00,2/22/2011 0:00:00,"APARTMENT",,1925,"0"
16836,"172-65","50 FOLLEN ST #505",0.00,"102","CONDOMINIUM",0,307900,307900," 48280/ 419",715.00,10/4/2006 0:00:00,"APARTMENT","AP",1925,"1"
16837,"172-65","50 FOLLEN ST #506",0.00,"102","CONDOMINIUM",0,365300,365300," 25510/ 535",800.00,11/1/1994 0:00:00,"APARTMENT","AP",1925,"1"
16838,"172-65","50 FOLLEN ST #507",0.00,"102","CONDOMINIUM",0,305600,305600," 52591/ 315",705.00,4/17/2009 0:00:00,"APARTMENT",,1925,"0"
16839,"172-65","50 FOLLEN ST #508",0.00,"102","CONDOMINIUM",0,323700,323700," 14385/ 452",705.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16840,"172-65","50 FOLLEN ST #509",0.00,"102","CONDOMINIUM",0,217200,217200," 24783/ 174",395.00,8/16/1994 0:00:00,"APARTMENT","AP",1925,"1"
16841,"172-65","50 FOLLEN ST #510",0.00,"102","CONDOMINIUM",0,217800,217800," 14385/ 452",396.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16842,"172-65","50 FOLLEN ST #511",0.00,"102","CONDOMINIUM",0,432200,432200," 14385/ 452",1114.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16843,"172-65","50 FOLLEN ST #512",0.00,"102","CONDOMINIUM",0,324000,324000," 20004/ 106",706.00,8/11/1989 0:00:00,"APARTMENT","AP",1925,"1"
16844,"172-65","50 FOLLEN ST #514",0.00,"102","CONDOMINIUM",0,370300,370300," 55310/  57",720.00,9/3/2010 0:00:00,"APARTMENT","AP",1925,"1"
16845,"172-65","50 FOLLEN ST #515",0.00,"102","CONDOMINIUM",0,298100,298100," 57305/ 312",675.00,8/17/2011 0:00:00,"APARTMENT","AP",1925,"1"
16846,"172-65","50 FOLLEN ST #516",0.00,"102","CONDOMINIUM",0,301900,301900," 33896/ 517",690.00,7/10/1995 0:00:00,"APARTMENT","AP",1925,"1"
16847,"172-65","50 FOLLEN ST #517",0.00,"102","CONDOMINIUM",0,275900,275900," 14385/ 452",508.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16848,"172-67","22 FOLLEN ST",10119.99,"101","SNGL-FAM-RES",1192800,718200,1911000," 40124/ 001",4210.00,7/25/2003 0:00:00,"CONTEMPORARY","CN",1951,"2"
16849,"172-68","20 FOLLEN ST",9891.00,"101","SNGL-FAM-RES",1188400,348000,1536400,"  9032/ 397",5294.00,9/27/1957 0:00:00,"CAPE-COD","CN",1948,"1.5"
16850,"172-69","5 FOLLEN ST",14140.99,"104","TWO-FAM-RES",1134700,1075200,2209900," 48841/ 280",8800.00,1/16/2007 0:00:00,"VICTORIAN","ST",1853,"2.25"
16851,"172-70","7 FOLLEN ST",10549.99,"101","SNGL-FAM-RES",1008500,572700,1581200," 55031/ 596",3349.00,7/23/2010 0:00:00,"VICTORIAN","BK",1935,"2"
16852,"172-71","25 FOLLEN ST",15159.99,"9571","Charitable Svc",2046600,1456200,3502800,"/",8664.00,1/1/1900 0:00:00,"VICTORIAN","BK",1890,
16853,"172-73","1580 MASSACHUSETTS AVE",20079.99,"199","CONDO-BLDG",0,0,0,"/",23190.00,1/1/1900 0:00:00,,,1978,"7"
16854,"172-73","1580 MASSACHUSETTS AVE #2A",0.00,"102","CONDOMINIUM",0,409000,409000,"   115/  94",1057.00,5/18/2011 0:00:00,"APARTMENT",,1978,"1"
16855,"172-73","1580 MASSACHUSETTS AVE #2B",0.00,"102","CONDOMINIUM",0,397400,397400,"   U61/ 195",1006.00,7/6/1998 0:00:00,"APARTMENT",,1978,"1"
16856,"172-73","1580 MASSACHUSETTS AVE #2C",0.00,"102","CONDOMINIUM",0,411600,411600,"    85/ 185",1068.00,11/19/2004 0:00:00,"APARTMENT","AP",1978,"1"
16857,"172-73","1580 MASSACHUSETTS AVE #2D",0.00,"102","CONDOMINIUM",0,390600,390600,"   106/  60",972.00,11/13/2008 0:00:00,"APARTMENT","AP",1978,"1"
16858,"172-73","1580 MASSACHUSETTS AVE #2E",0.00,"102","CONDOMINIUM",0,397400,397400,"   U52/ 196",1006.00,9/14/1995 0:00:00,"APARTMENT",,1978,"1"
16859,"172-73","1580 MASSACHUSETTS AVE #2F",0.00,"102","CONDOMINIUM",0,336100,336100,"   U45/ 193",752.00,3/23/1993 0:00:00,"APARTMENT",,1978,"1"
16860,"172-73","1580 MASSACHUSETTS AVE #2G",0.00,"102","CONDOMINIUM",0,384200,384200,"   U13/ 100",942.00,5/2/1983 0:00:00,"APARTMENT",,1978,"1"
16861,"172-73","1580 MASSACHUSETTS AVE #3A",0.00,"102","CONDOMINIUM",0,409000,409000,"   U14/ 158",1057.00,9/21/1983 0:00:00,"APARTMENT",,1978,"1"
16862,"172-73","1580 MASSACHUSETTS AVE #3B",0.00,"102","CONDOMINIUM",0,397400,397400,"   113/   5",1006.00,7/28/2010 0:00:00,"APARTMENT",,1978,"1"
16863,"172-73","1580 MASSACHUSETTS AVE #3C",0.00,"102","CONDOMINIUM",0,416600,416600,"    U3/ 142",1068.00,9/20/1979 0:00:00,"APARTMENT",,1978,"1"
16864,"172-73","1580 MASSACHUSETTS AVE #3D",0.00,"102","CONDOMINIUM",0,395600,395600,"   U50/  67",972.00,9/28/1994 0:00:00,"APARTMENT",,1978,"1"
16865,"172-73","1580 MASSACHUSETTS AVE #3E",0.00,"102","CONDOMINIUM",0,397400,397400,"   U50/ 126",1006.00,10/31/1994 0:00:00,"APARTMENT","AP",1978,"1"
16866,"172-73","1580 MASSACHUSETTS AVE #3F",0.00,"102","CONDOMINIUM",0,336100,336100,"   U76/ 163",752.00,9/24/2002 0:00:00,"APARTMENT",,1978,"1"
16867,"172-73","1580 MASSACHUSETTS AVE #3G",0.00,"102","CONDOMINIUM",0,392500,392500,"    83/ 158",942.00,6/18/2004 0:00:00,"APARTMENT",,1978,"1"
16868,"172-73","1580 MASSACHUSETTS AVE #4A",0.00,"102","CONDOMINIUM",0,416200,416200,"   U45/  88",1057.00,9/18/1980 0:00:00,"APARTMENT",,1978,"1"
16869,"172-73","1580 MASSACHUSETTS AVE #4B",0.00,"102","CONDOMINIUM",0,399600,399600,"   U20/ 112",1006.00,3/8/2003 0:00:00,"APARTMENT",,1978,"1"
16870,"172-73","1580 MASSACHUSETTS AVE #4C",0.00,"102","CONDOMINIUM",0,475800,475800,"    94/   9",1068.00,5/19/2006 0:00:00,"APARTMENT","AP",1978,"1"
16871,"172-73","1580 MASSACHUSETTS AVE #4D",0.00,"102","CONDOMINIUM",0,392800,392800,"   112/  34",972.00,5/27/2010 0:00:00,"APARTMENT",,1978,"1"
16872,"172-73","1580 MASSACHUSETTS AVE #4E",0.00,"102","CONDOMINIUM",0,404600,404600,"   U81/  67",1006.00,11/4/2003 0:00:00,"APARTMENT",,1978,"1"
16873,"172-73","1580 MASSACHUSETTS AVE #4F",0.00,"102","CONDOMINIUM",0,338300,338300,"   U40/   2",752.00,8/14/1990 0:00:00,"APARTMENT",,1978,"1"
16874,"172-73","1580 MASSACHUSETTS AVE #4G",0.00,"102","CONDOMINIUM",0,391400,391400,"    U3/ 126",942.00,9/13/1979 0:00:00,"APARTMENT",,1978,"1"
16875,"172-73","1580 MASSACHUSETTS AVE #5A",0.00,"102","CONDOMINIUM",0,416200,416200,"   115/ 146",1057.00,6/16/2011 0:00:00,"APARTMENT",,1978,"1"
16876,"172-73","1580 MASSACHUSETTS AVE #5B",0.00,"102","CONDOMINIUM",0,399600,399600,"   U22/ 146",1006.00,5/10/1984 0:00:00,"APARTMENT",,1978,"1"
16877,"172-73","1580 MASSACHUSETTS AVE #5C",0.00,"102","CONDOMINIUM",0,418800,418800,"   U78/ 102",1068.00,4/3/2003 0:00:00,"APARTMENT",,1978,"1"
16878,"172-73","1580 MASSACHUSETTS AVE #5D",0.00,"102","CONDOMINIUM",0,394200,394200,"   U79/ 164",972.00,7/9/2003 0:00:00,"APARTMENT",,1978,"1"
16879,"172-73","1580 MASSACHUSETTS AVE #5E",0.00,"102","CONDOMINIUM",0,404600,404600,"   U70/  78",1006.00,11/30/1982 0:00:00,"APARTMENT",,1978,"1"
16880,"172-73","1580 MASSACHUSETTS AVE #5F",0.00,"102","CONDOMINIUM",0,338300,338300,"/",752.00,2/26/1993 0:00:00,"APARTMENT",,1978,"1"
16881,"172-73","1580 MASSACHUSETTS AVE #5G",0.00,"102","CONDOMINIUM",0,389700,389700,"    94/  41",942.00,5/31/2006 0:00:00,"FLAT",,1978,"1"
16882,"172-73","1580 MASSACHUSETTS AVE #6A",0.00,"102","CONDOMINIUM",0,425900,425900,"    U3/  99",1057.00,9/6/1979 0:00:00,"APARTMENT",,1978,"1"
16883,"172-73","1580 MASSACHUSETTS AVE #6B",0.00,"102","CONDOMINIUM",0,409100,409100,"   U45/  87",1006.00,9/14/1983 0:00:00,"APARTMENT",,1978,"1"
16884,"172-73","1580 MASSACHUSETTS AVE #6C",0.00,"102","CONDOMINIUM",0,428600,428600,"    U3/  97",1068.00,9/6/1979 0:00:00,"APARTMENT",,1978,"1"
16885,"172-73","1580 MASSACHUSETTS AVE #6D",0.00,"102","CONDOMINIUM",0,374200,374200,"     9/ 158",972.00,11/29/2006 0:00:00,"APARTMENT",,1978,"1"
16886,"172-73","1580 MASSACHUSETTS AVE #6E",0.00,"102","CONDOMINIUM",0,409100,409100,"   U20/ 135",1006.00,6/24/1985 0:00:00,"APARTMENT",,1978,"1"
16887,"172-73","1580 MASSACHUSETTS AVE #6F",0.00,"102","CONDOMINIUM",0,351300,351300,"   U44/ 100",752.00,7/30/1992 0:00:00,"APARTMENT",,1978,"1"
16888,"172-73","1580 MASSACHUSETTS AVE #6G",0.00,"102","CONDOMINIUM",0,395600,395600,"   U27/  11",942.00,12/22/1986 0:00:00,"APARTMENT",,1978,"1"
16889,"172-73","1580 MASSACHUSETTS AVE #7A",0.00,"102","CONDOMINIUM",0,435700,435700,"    U5/  16",1057.00,9/4/1980 0:00:00,"APARTMENT",,1978,"1"
16890,"172-73","1580 MASSACHUSETTS AVE #7B",0.00,"102","CONDOMINIUM",0,418600,418600,"   U77/  12",1006.00,10/24/2002 0:00:00,"APARTMENT",,1978,"1"
16891,"172-73","1580 MASSACHUSETTS AVE #7C",0.00,"102","CONDOMINIUM",0,436900,436900,"   116/ 138",1068.00,8/16/2011 0:00:00,"APARTMENT",,1978,"1"
16892,"172-73","1580 MASSACHUSETTS AVE #7D",0.00,"102","CONDOMINIUM",0,411400,411400,"   U77/ 197",972.00,1/31/2003 0:00:00,"APARTMENT","AP",1978,"1"
16893,"172-73","1580 MASSACHUSETTS AVE #7E",0.00,"102","CONDOMINIUM",0,427000,427000,"    85/  46",1006.00,9/21/2004 0:00:00,"APARTMENT",,1978,"1"
16894,"172-73","1580 MASSACHUSETTS AVE #7F",0.00,"102","CONDOMINIUM",0,342500,342500,"   118/ 140",752.00,11/16/2011 0:00:00,"APARTMENT","AP",1978,"1"
16895,"172-73","1580 MASSACHUSETTS AVE #7G",0.00,"102","CONDOMINIUM",0,404800,404800,"   U53/ 116",942.00,11/3/1995 0:00:00,"APARTMENT",,1978,"1"
16896,"172-73","1580 MASSACHUSETTS AVE #8A",0.00,"102","CONDOMINIUM",0,445500,445500,"   U70/ 112",1057.00,2/5/2001 0:00:00,"APARTMENT",,1978,"1"
16897,"172-73","1580 MASSACHUSETTS AVE #8B",0.00,"102","CONDOMINIUM",0,433100,433100,"   U77/ 196",1006.00,1/30/2003 0:00:00,"APARTMENT","AP",1978,"1"
16898,"172-73","1580 MASSACHUSETTS AVE #8C",0.00,"102","CONDOMINIUM",0,448300,448300,"    89/ 131",1068.00,8/3/2005 0:00:00,"APARTMENT","AP",1978,"1"
16899,"172-73","1580 MASSACHUSETTS AVE #8D",0.00,"102","CONDOMINIUM",0,420700,420700,"    90/  60",972.00,8/30/2005 0:00:00,"APARTMENT",,1978,"1"
16900,"172-73","1580 MASSACHUSETTS AVE #8E",0.00,"102","CONDOMINIUM",0,500600,500600,"   111/  61",1006.00,3/16/2010 0:00:00,"APARTMENT",,1978,"1"
16901,"172-73","1580 MASSACHUSETTS AVE #8F",0.00,"102","CONDOMINIUM",0,362200,362200,"    U3/ 157",752.00,10/11/1979 0:00:00,"APARTMENT",,1978,"1"
16902,"172-73","1580 MASSACHUSETTS AVE #8G",0.00,"102","CONDOMINIUM",0,393900,393900,"   U80/  18",942.00,7/31/2003 0:00:00,"APARTMENT",,1978,"1"
16903,"172-74","34 FOLLEN ST",5133.00,"101","SNGL-FAM-RES",897500,392700,1290200," 41455/ 202",3446.00,11/19/2003 0:00:00,"CONVENTIONAL","BK",1946,"2"
16904,"172-98","2 CHAUNCY ST",3423.99,"111","4-8-UNIT-APT",916600,761300,1677900," 27420/ 437",4734.00,6/26/1997 0:00:00,"MULT-RESDNCE","6",1902,"4"
16905,"172-99","1600 MASSACHUSETTS AVE",24282.00,"199","CONDO-BLDG",0,0,0,"/",93856.00,1/1/1900 0:00:00,,,1982,"7"
16906,"172-99","1600 MASSACHUSETTS AVE #201",0.00,"102","CONDOMINIUM",0,445000,445000," 20951/ 330",1134.00,1/7/1991 0:00:00,"APARTMENT","FL",1982,"1"
16907,"172-99","1600 MASSACHUSETTS AVE #202",0.00,"102","CONDOMINIUM",0,396100,396100," 21641/ 197",915.00,12/30/1991 0:00:00,"FLAT","FL",1982,"1"
16908,"172-99","1600 MASSACHUSETTS AVE #203",0.00,"102","CONDOMINIUM",0,492800,492800," 53005/  74",1114.00,6/16/2009 0:00:00,"APARTMENT","FL",1982,"1"
16909,"172-99","1600 MASSACHUSETTS AVE #204",0.00,"102","CONDOMINIUM",0,492800,492800," 51698/ 534",1114.00,9/19/2008 0:00:00,"APARTMENT","FL",1982,"1"
16910,"172-99","1600 MASSACHUSETTS AVE #205",0.00,"102","CONDOMINIUM",0,418000,418000," 40751/ 260",1114.00,9/4/2003 0:00:00,"APARTMENT","FL",1974,"1"
16911,"172-99","1600 MASSACHUSETTS AVE #206",0.00,"102","CONDOMINIUM",0,418000,418000," 27146/  27",1114.00,3/20/1997 0:00:00,"APARTMENT","FL",1982,"1"
16912,"172-99","1600 MASSACHUSETTS AVE #207",0.00,"102","CONDOMINIUM",0,436900,436900," 56723/ 508",1099.00,4/12/2011 0:00:00,"APARTMENT","FL",1982,"1"
16913,"172-99","1600 MASSACHUSETTS AVE #208",0.00,"102","CONDOMINIUM",0,427500,427500," 53789/ 458",1060.00,11/4/2009 0:00:00,"FLAT","FL",1982,"1"
16914,"172-99","1600 MASSACHUSETTS AVE #301",0.00,"102","CONDOMINIUM",0,462000,462000," 50673/ 246",1262.00,2/1/2008 0:00:00,"FLAT","FL",1982,"1"
16915,"172-99","1600 MASSACHUSETTS AVE #302",0.00,"102","CONDOMINIUM",0,386100,386100," 28229/ 377",915.00,2/26/1998 0:00:00,"FLAT","FL",1982,"1"
16916,"172-99","1600 MASSACHUSETTS AVE #303",0.00,"102","CONDOMINIUM",0,450400,450400,"/",1114.00,9/29/1983 0:00:00,"FLAT","FL",1982,"1"
16917,"172-99","1600 MASSACHUSETTS AVE #304",0.00,"102","CONDOMINIUM",0,440400,440400," 50772/ 476",1114.00,2/26/2008 0:00:00,"APARTMENT","FL",1982,"1"
16918,"172-99","1600 MASSACHUSETTS AVE #305",0.00,"102","CONDOMINIUM",0,418000,418000," 38043/ 349",1114.00,2/20/2003 0:00:00,"FLAT","FL",1982,"1"
16919,"172-99","1600 MASSACHUSETTS AVE #306",0.00,"102","CONDOMINIUM",0,418000,418000," 43258/ 260",1114.00,7/9/2004 0:00:00,"FLAT","FL",1982,"1"
16920,"172-99","1600 MASSACHUSETTS AVE #307",0.00,"102","CONDOMINIUM",0,446900,446900,"/",1099.00,4/3/1998 0:00:00,"FLAT","FL",1982,"1"
16921,"172-99","1600 MASSACHUSETTS AVE #308",0.00,"102","CONDOMINIUM",0,405700,405700," 33394/ 377",1060.00,8/3/2001 0:00:00,"APARTMENT","AP",1982,"1"
16922,"172-99","1600 MASSACHUSETTS AVE #401",0.00,"102","CONDOMINIUM",0,543000,543000," 51448/ 551",1262.00,7/16/2008 0:00:00,"FLAT","FL",1982,"1"
16923,"172-99","1600 MASSACHUSETTS AVE #402",0.00,"102","CONDOMINIUM",0,371600,371600," 19272/ 445",915.00,8/16/1988 0:00:00,"FLAT","FL",1982,"1"
16924,"172-99","1600 MASSACHUSETTS AVE #403",0.00,"102","CONDOMINIUM",0,450400,450400," 56851/ 537",1114.00,5/13/2011 0:00:00,"FLAT","FL",1982,"1"
16925,"172-99","1600 MASSACHUSETTS AVE #404",0.00,"102","CONDOMINIUM",0,440400,440400," 23261/ 210",1114.00,6/11/1993 0:00:00,"FLAT","FL",1982,"1"
16926,"172-99","1600 MASSACHUSETTS AVE #405",0.00,"102","CONDOMINIUM",0,442600,442600," 31697/ 373",1114.00,8/9/2000 0:00:00,"FLAT","FL",1982,"1"
16927,"172-99","1600 MASSACHUSETTS AVE #406",0.00,"102","CONDOMINIUM",0,502800,502800," 49917/ 362",1114.00,8/9/2007 0:00:00,"FLAT","FL",1982,"1"
16928,"172-99","1600 MASSACHUSETTS AVE #407",0.00,"102","CONDOMINIUM",0,436900,436900," 34831/ 344",1099.00,2/15/2002 0:00:00,"FLAT","FL",1982,"1"
16929,"172-99","1600 MASSACHUSETTS AVE #408",0.00,"102","CONDOMINIUM",0,407900,407900," 33604/ 473",1060.00,5/16/1996 0:00:00,"FLAT","FL",1982,"1"
16930,"172-99","1600 MASSACHUSETTS AVE #501",0.00,"102","CONDOMINIUM",0,563200,563200," 56946/ 301",1262.00,6/3/2011 0:00:00,"APARTMENT","AP",1982,"1"
16931,"172-99","1600 MASSACHUSETTS AVE #502",0.00,"102","CONDOMINIUM",0,386100,386100," 43604/ 116",915.00,8/27/2004 0:00:00,"FLAT","FL",1982,"1"
16932,"172-99","1600 MASSACHUSETTS AVE #503",0.00,"102","CONDOMINIUM",0,459100,459100," 31966/ 172",1114.00,10/27/2000 0:00:00,"FLAT","FL",1982,"1"
16933,"172-99","1600 MASSACHUSETTS AVE #504",0.00,"102","CONDOMINIUM",0,442600,442600," 44357/ 429",1114.00,12/23/2004 0:00:00,"FLAT","FL",1982,"1"
16934,"172-99","1600 MASSACHUSETTS AVE #505",0.00,"102","CONDOMINIUM",0,420200,420200," 15872/  15",1114.00,11/9/1984 0:00:00,"FLAT","FL",1982,"1"
